Player,Rec,Yds,TD,20+,40+,Lng,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Ross Dwelley,2,14,0,0,0,8,0,0.0,0,0,2
Joe Webb,2,13,0,0,0,7,0,0.0,0,0,3
Jamize Olawale,2,13,0,0,0,10,1,0.5,0,0,4
Brandon Bolden,3,13,1,0,0,9,1,0.333,0,0,3
Sam Shields,1,12,0,0,0,12,1,1.0,0,0,1
Josh Malone,1,12,0,0,0,12,1,1.0,0,0,5
Sammie Coates,1,12,0,0,0,12,1,1.0,0,0,2
Hakeem Valles,2,11,0,0,0,6,0,0.0,0,0,3
Ricky Ortiz,3,11,0,0,0,7,0,0.0,0,0,4
Taylor Decker,1,11,1,0,0,11,1,1.0,0,0,1
Justin Hardee,1,10,0,0,0,10,1,1.0,0,0,1
Nick Foles,1,10,0,0,0,15,1,1.0,0,0,1
Victor Bolden,1,10,0,0,0,10,1,1.0,0,0,4
Kyle Williams,1,9,0,0,0,9,0,0.0,0,0,1
DeAndre Washington,1,9,0,0,0,9,0,0.0,0,0,1
Dion Sims,2,9,0,0,0,9,0,0.0,0,0,4
Cam Phillips,1,9,0,0,0,9,0,0.0,0,0,1
Brian Hill,1,9,0,0,0,9,0,0.0,0,0,2
Darrius Heyward-Bey,1,9,0,0,0,9,0,0.0,0,0,2
Mike Gillislee,1,9,0,0,0,9,0,0.0,0,0,1
George Fant,1,9,0,0,0,9,0,0.0,0,0,1
Benny Cunningham,1,9,0,0,0,9,1,1.0,0,0,2
Alan Cross,2,9,0,0,0,6,1,0.5,0,0,5
Darvin Kidsy,1,8,0,0,0,8,1,1.0,0,0,2
Keon Hatcher,1,8,0,0,0,8,0,0.0,0,0,2
Chase Daniel,1,8,0,0,0,8,1,1.0,0,0,1
Damiere Byrd,1,8,0,0,0,8,1,1.0,0,0,2
Richard Rodgers,1,7,0,0,0,7,1,1.0,0,0,1
Allen Lazard,1,7,0,0,0,7,0,0.0,0,0,1
Jeremy Kerley,2,7,0,0,0,4,0,0.0,0,0,4
Marcus Kemp,1,7,0,0,0,7,0,0.0,0,0,2
Dion Dawkins,1,7,1,0,0,7,1,1.0,0,0,1
Jehu Chesson,1,7,0,0,0,7,1,1.0,0,0,2
Jamaal Charles,2,7,0,0,0,5,0,0.0,0,0,3
Jeremy Hill,1,6,0,0,0,6,0,0.0,0,0,1
Michael Burton,1,6,0,0,0,6,1,1.0,0,0,1
Tom Brady,1,6,0,0,0,6,0,0.0,0,0,1
Shaun Wilson,3,5,0,0,0,5,0,0.0,0,0,5
Justin Watson,1,5,0,0,0,5,0,0.0,0,0,3
Matt Ryan,1,5,1,0,0,5,1,1.0,0,0,1
Samaje Perine,3,5,0,0,0,8,0,0.0,0,0,4
Johnny Mundt,1,5,0,0,0,5,0,0.0,0,0,1
Khari Lee,1,5,0,0,0,5,0,0.0,0,0,1
Travaris Cadet,1,5,0,0,0,5,0,0.0,0,0,1
Alex Armah,1,5,0,0,0,5,0,0.0,0,0,1
Carson Wentz,1,4,0,0,0,4,1,1.0,0,0,1
Andrew Luck,1,4,0,0,0,4,1,1.0,0,0,2
Taysom Hill,3,4,0,0,0,5,0,0.0,0,0,7
Robert Turbin,1,3,0,0,0,3,0,0.0,0,0,2
Ryan Tannehill,1,3,1,0,0,3,1,1.0,0,0,1
J.J. Jones,1,3,0,0,0,3,0,0.0,0,0,1
Kenjon Barner,1,3,0,0,0,3,0,0.0,0,0,1
Derek Watt,1,2,0,0,0,2,0,0.0,0,0,1
Danny Vitale,1,2,0,0,0,2,1,1.0,0,0,2
Alejandro Villanueva,1,2,1,0,0,2,1,1.0,0,0,1
Bradley Sowell,1,2,1,0,0,2,1,1.0,0,0,2
Jonathan Williams,1,1,0,0,0,1,0,0.0,0,0,1
Ryan Hewitt,1,1,1,0,0,1,1,1.0,0,0,2
Drew Brees,1,1,0,0,0,1,0,0.0,0,0,1
Mike Boone,2,1,0,0,0,1,0,0.0,0,0,3
